,id,popularity,budget,revenue,original_title,director,keywords,runtime,genres,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
7746,8748,0.15744,0,0,Eagle vs Shark,Taika Waititi,father-son relationship|loss of brother|new zealand|trauma|fast food restaurant,87,Comedy,2007-07-15,35,6.9,2007,0.0,0.0
7747,4283,0.314684,0,10597734,Primeval,Michael Katleman,crocodile,93,Adventure,2007-01-12,18,4.5,2007,0.0,11145303.894886099
7748,14235,0.15551900000000002,0,0,Eden Log,Franck Vestiel,amnesia|cave|plants|independent film,98,Action,2007-12-26,36,4.7,2007,0.0,0.0
7749,13194,0.161899,0,0,Highlander: The Search for Vengeance,Yoshiaki Kawajiri,new love|future|immortality|revenge|highlander,86,Action,2007-06-05,16,6.9,2007,0.0,0.0
7750,11801,0.150269,15000000,0,Angel,FranÃ§ois Ozon,suicide|england|alcohol|sex|based on novel,134,Drama,2007-02-17,21,5.2,2007,15775028.739473099,0.0
7751,36108,0.14969200000000002,0,0,Chacun son cinema ou Ce petit coup au coeur quand la lumiere s'eteint et que le film commence,Theo Angelopoulos|Olivier Assayas|Bille August|Jane Campion|Youssef Chahine|Chen Kaige|Michael Cimino|Ethan Coen|Joel Coen|David Cronenberg|Jean-Pierre Dardenne|Luc Dardenne|Manoel de Oliveira|Raymond Depardon|Atom Egoyan|Amos Gitai|Alejandro GonzÃ¡lez IÃ±Ã¡rritu|Hou Hsiao-Hsien|Aki KaurismÃ¤ki|Abbas Kiarostami|Takeshi Kitano|Andrei Konchalovsky|Claude Lelouch|Ken Loach|David Lynch|Nanni Moretti|Roman Polanski|RaÃºl Ruiz|Walter Salles|Elia Suleiman|Tsai Ming-Liang|Gus Van Sant|Lars von Trier|Wim Wenders|Wong Kar-wai|Zhang Yimou,woman director,100,Comedy,2007-05-19,10,7.4,2007,0.0,0.0
7752,1922,0.18853,0,0,Irina Palm,Sam Garbarski,london|prostitute|parents kids relationship|ambulance|new love,103,Drama,2007-02-13,17,7.0,2007,0.0,0.0
7753,1990,0.284617,0,486021,Paranoid Park,Gus Van Sant,decision|fall|teen angst|independent film|fatal accident,85,Mystery,2007-05-21,60,6.4,2007,0.0,511133.016199166
7754,12791,0.146603,0,0,End of the Line,Maurice Devereaux,subway|fanatic|sect,95,Horror,2007-10-14,10,4.2,2007,0.0,0.0
7755,42411,0.144852,0,0,La ragazza del lago,Andrea Molaioli,film noir,95,Mystery,2007-09-14,10,5.6,2007,0.0,0.0
7756,13317,0.144312,0,0,La Antena,Esteban Sapir,fascism|dystopia|science fiction,99,Drama,2007-04-17,10,7.3,2007,0.0,0.0
7757,18632,0.228338,120000,0,A Dog's Breakfast,David Hewlett,independent film,88,Comedy,2007-03-03,11,4.9,2007,126200.229915785,0.0
7758,16725,0.14418599999999898,700000,31576,The Tracey Fragments,Bruce McDonald,bullying|independent film|violence,77,Drama,2007-09-12,17,5.9,2007,736168.0078420821,33207.4871651737
7761,16555,0.138009,10000000,31609243,Daddy's Little Girls,Tyler Perry,atlanta|garage|drug dealer|lawyer|single father,100,Comedy,2007-02-14,13,6.7,2007,10516685.826315401,33242447.7838661
7762,13968,0.13498800000000002,0,0,Jump In!,Paul Hoen,competition|father-son relationship|boxer|boy|dead mother,85,Drama,2007-04-27,45,5.4,2007,0.0,0.0
7763,20224,0.134296,0,0,The Beautiful Ordinary,Jess Manafort,independent film|high school graduation|high school senior|woman director,101,Comedy,2007-06-10,11,5.5,2007,0.0,0.0
7764,6535,0.148261999999999,0,4778376,Talk to Me,Kasi Lemmons,prison|music record|manager|soul|hip-hop,118,Drama,2007-07-13,15,6.9,2007,0.0,5025267.91520059
7765,14882,0.132769,0,0,Hounddog,Deborah Kampmeier,independent film|woman director,102,Drama,2007-01-22,11,6.2,2007,0.0,0.0
7766,108176,0.132685,0,0,Daniel Tosh: Completely Serious,Manny Rodriguez,stand-up|stand up comedy,60,Comedy,2007-06-17,10,6.6,2007,0.0,0.0
7768,13710,0.126199,0,0,Enfin veuve,Isabelle Mergault,woman director,94,Comedy,2007-11-01,10,4.6,2007,0.0,0.0
7770,9783,0.326556,0,0,Sublime,Tony Krantz,nurse|psychology|suspense|blood|hospital,113,Horror,2007-06-15,11,5.1,2007,0.0,0.0
7772,25055,0.12112,0,0,Transmorphers,Leigh Scott,futuristic,86,Action,2007-06-26,10,1.5,2007,0.0,0.0
7773,73779,0.11882100000000001,0,0,The Secret Life of Brian,Will Yapp,filmmaking,50,Documentary,2007-01-01,10,7.2,2007,0.0,0.0
7774,14236,0.118177,0,0,Super High Me,Michael Blieden,marijuana,89,Comedy,2007-10-13,37,5.8,2007,0.0,0.0
7775,24632,0.11781900000000001,0,0,The Mad,John Kalangis,flesh eating zombies,83,Comedy,2007-05-22,11,6.3,2007,0.0,0.0
7776,1961,0.422526,1500000,173066,My Name Is Bruce,Bruce Campbell,parody|parallel universe,86,Comedy,2007-10-01,41,6.0,2007,1577502.87394731,182008.07492171103
7778,29362,0.114853,0,0,Full of It,Christian Charles,teenager,91,Comedy,2007-03-01,15,5.0,2007,0.0,0.0
7779,16126,0.112168,0,0,Flight of the Living Dead: Outbreak on a Plane,Scott Thomas,cryogenics|zombies,89,Horror,2007-04-06,10,5.2,2007,0.0,0.0
7781,13120,0.004196,25000,0,In Search of a Midnight Kiss,Alex Holdridge,independent film,90,Comedy,2007-04-27,14,5.5,2007,26291.7145657886,0.0
7782,9867,0.109305,0,0,The Go-Getter,Martin Hynes,brother brother relationship|car thief|loss of mother|mobile phone|oregon,93,Comedy,2007-01-22,10,6.3,2007,0.0,0.0
7783,15250,0.10573699999999901,13000000,0,This Christmas,Preston A. Whitmore II,drama|family|family holiday|family feud,117,Comedy,2007-11-27,22,7.0,2007,13671691.5742101,0.0
7784,2979,0.10488800000000001,0,0,Return of the Ghostbusters,Hank Braxtan,denver|ghostbuster|egyptian mythology,85,Comedy,2007-01-01,13,5.5,2007,0.0,0.0
7785,10090,0.104735,10000000,20342161,Reno 911!: Miami,Ben Garant,sex|terrorist|beach|nudity|police,84,Action,2007-02-23,34,5.8,2007,10516685.826315401,21393211.6265327
7786,20497,0.10431199999999999,0,0,Ballet Shoes,Sandra Goldbacher,london|dancing|ballet|orphan|based on a children's book,90,Drama,2007-12-26,52,6.2,2007,0.0,0.0
7787,62527,0.10001399999999999,0,0,Johnny Kapahala - Back on Board,Eric Bross,hawaii|sport|sequel|blended family,90,Comedy,2007-06-08,14,4.8,2007,0.0,0.0
7788,12247,0.099129,0,0,Shotgun Stories,Jeff Nichols,brother brother relationship|loss of father|arkansas,92,Drama,2007-10-01,21,6.4,2007,0.0,0.0
7791,53216,0.090289,0,0,Validation,Kurt Kuenne,photographer|camera|wheelchair|tourist|love,16,Comedy,2007-01-01,10,6.1,2007,0.0,0.0
7792,41044,0.081875,0,0,I'm Reed Fish,Zackary Adler,independent film,93,Comedy,2007-06-01,15,6.0,2007,0.0,0.0
7793,15166,0.087123,2500000,0,The Gene Generation,Pearry Reginald Teo,cyberpunk,96,Action,2007-01-01,23,4.8,2007,2629171.45657886,0.0
7794,7992,0.119325,0,0,It's a Free World...,Ken Loach,capitalism|great britain|illegal immigration|worker|exploitation,96,Drama,2007-09-01,13,5.5,2007,0.0,0.0
7795,24446,0.0841539999999999,0,0,Holiday in Handcuffs,Ron Underwood,family holiday|christmas,120,TV Movie,2007-12-09,32,6.1,2007,0.0,0.0
7796,105325,0.08081100000000001,0,0,How to Hook Up Your Home Theater,Kevin Deters|Stevie Wermers,home|technology|shopping|disney short|mall,6,Animation,2007-12-20,11,7.8,2007,0.0,0.0
7798,16453,0.07966000000000001,0,0,Zach Galifianakis: Live at the Purple Onion,Michael Blieden,stand-up|stand up comedy,61,Comedy,2007-03-06,17,7.3,2007,0.0,0.0
7799,17158,0.149561,0,0,They Wait,Ernie Barbarash,ghost|asian horror,89,Horror,2007-09-06,13,5.0,2007,0.0,0.0
7801,4157,0.071965,0,12000000,Heyy Babyy,Sajid Khan,sydney,160,Drama,2007-08-24,13,6.4,2007,0.0,12620022.9915785
7802,10247,0.070616,0,0,He Was a Quiet Man,Frank A. Cappello,suicide|paraplegic|office|aquarium|gun rampage,95,Romance,2007-11-23,29,6.4,2007,0.0,0.0
7803,30680,0.069719,0,0,On the Doll,Thomas Mignone,rape|victim|independent film,102,Crime,2007-10-12,10,7.4,2007,0.0,0.0
7804,27359,0.068984,0,0,Brand Upon the Brain! A Remembrance in 12 Chapters,Guy Maddin,independent film,95,Drama,2007-05-09,12,6.3,2007,0.0,0.0
7805,10078,0.228927,0,1752038,Magicians,Andrew O'Connor,guillotine|rival|rivalry|best friend|magician,90,Drama,2007-05-18,10,5.8,2007,0.0,1842563.3201766002
7806,13045,0.16489700000000002,0,0,Le prix Ã  payer,Alexandra LeclÃ¨re,woman director,95,Comedy,2007-04-04,19,5.4,2007,0.0,0.0
7807,18556,0.063987,0,0,Steel Trap,Luis CÃ¡mara,heart|games,89,Horror,2007-01-01,10,4.2,2007,0.0,0.0
7808,27298,0.063177,441892,1030375,Partner,David Dhawan,romantic comedy|comedy,155,Comedy,2007-01-01,10,6.2,2007,464723.93331621896,1083613.01582897
7810,13998,0.057897000000000004,10000000,0,Margot at the Wedding,Noah Baumbach,jealousy|secret|independent film|neighbor|family,91,Comedy,2007-08-31,39,5.9,2007,10516685.826315401,0.0
7812,18217,0.314058,0,0,Buried Alive,Robert Kurtzman,tattoo|necklace|symbol|sorority|slasher,94,Action,2007-02-07,12,2.9,2007,0.0,0.0
7813,22887,0.0655429999999999,6000,6000,Loose Change: Final Cut,Dylan Avery,september 11 2001,129,Documentary,2007-11-11,12,5.1,2007,6310.01149578927,6310.01149578927
7816,13068,0.027512,0,0,Rocket Science,Jeffrey Blitz,independent film,101,Comedy,2007-01-19,16,6.3,2007,0.0,0.0
7817,15261,0.020513999999999998,0,0,Bring It On: In It To Win It,Steve Rash,competition|cheerleader|sport|cheerleading|cheering crowd,90,Comedy,2007-11-10,70,5.6,2007,0.0,0.0
7818,46169,0.019669,0,0,Twitches Too,Stuart Gillard,witch|sequel|missing father,83,Drama,2007-10-12,29,4.9,2007,0.0,0.0
7819,12901,0.019101,2000000,1431623,No End in Sight,Charles Ferguson,white house|occupying power|independent film|claim in title|incompetence,102,Documentary,2007-07-27,12,6.7,2007,2103337.16526309,1505592.93127272
7820,21623,0.017396000000000002,0,0,Beneath,Dagen Merrill,montana|buried alive|vision|teenager|blackouts,82,Horror,2007-07-08,14,5.0,2007,0.0,0.0
7821,39561,0.013016999999999999,1100000,0,Testosteron,Tomasz Konecki|Andrzej Saramonowicz,male nudity|father-son relationship|alcohol|bet|beach,116,Comedy,2007-03-02,10,6.0,2007,1156835.4408947,0.0
7824,15651,0.006681,0,312751,For the Bible Tells Me So,Daniel G. Karslake ,bible|homosexuality|lesbian|religion,98,Documentary,2007-10-05,10,6.1,2007,0.0,328910.400886598
7825,348,4.935897,11000000,104931801,Alien,Ridley Scott,android|self-destruction|countdown|space marine|space suit,117,Horror,1979-05-25,2724,7.6,1979,33050094.027517498,315273262.68425
7826,28,2.3195200000000002,31500000,83471511,Apocalypse Now,Francis Ford Coppola,guerilla|river|vietnam|vietcong|cambodia,153,Drama,1979-08-15,1100,7.8,1979,94643451.0788001,250794662.469905
7827,9659,2.012021,400000,100000000,Mad Max,George Miller,chain|baby|bridge|post-apocalyptic|dystopia,93,Adventure,1979-04-12,667,6.5,1979,1201821.60100063,300455400.25015897
7828,152,1.823058,35000000,139000000,Star Trek: The Motion Picture,Robert Wise,artificial intelligence|uss enterprise|starfleet|san francisco|self sacrifice,132,Science Fiction,1979-12-06,304,6.0,1979,105159390.087555,417633006.347721
7829,698,1.691143,34000000,210300000,Moonraker,Lewis Gilbert,venice|mass murder|space marine|space suit|marcus square,126,Action,1979-06-26,299,5.7,1979,102154836.08505401,631857706.726084
7830,583,1.465088,4000000,20045115,Life of Brian,Terry Jones,christianity|male nudity|jewry|resistance|gladiator,94,Comedy,1979-08-16,716,7.5,1979,12018216.010006301,60226630.5038547
7831,5157,1.39491,239000,0,Beneath the Valley of the Ultra-Vixens,Russ Meyer,male nudity|female nudity|sex|nudity|blow job,93,Comedy,1979-05-11,12,5.0,1979,718088.40659788,0.0
7832,11474,1.119476,0,22490039,The Warriors,Walter Hill,gang war|gangster boss|coney island|gang|new york city,93,Action,1979-02-09,206,7.0,1979,0.0,67572536.6938669
7833,1367,1.049233,7000000,200182160,Rocky II,Sylvester Stallone,transporter|coma|wife husband relationship|intensive care|hero,119,Drama,1979-06-15,504,6.8,1979,21031878.017511103,601458110.0574139
7834,9453,0.9730489999999999,17500000,23438120,Caligola,Tinto Brass,italy|assassination|rape|sexuality|roman empire,156,Drama,1979-01-21,65,5.3,1979,52579695.04377779,70421097.25711259
7835,696,0.96139,0,39946780,Manhattan,Woody Allen,new york|adultery|based on novel|lolita|love,96,Comedy,1979-04-25,310,7.7,1979,0.0,120022257.73605
7836,9638,0.794667,300000,11988469,Phantasm,Don Coscarelli,evil|ice cream man Â |mausoleum|tall man|sentinals,89,Horror,1979-03-28,50,6.1,1979,901366.200750477,36020002.51781621
7837,10654,0.683837,11000000,0,Hair,MiloÅ¡ Forman,hippie|free love|commune|vietnam war|army,121,Drama,1979-03-14,59,7.0,1979,33050094.027517498,0.0
7838,11449,0.593218,0,86432000,The Amityville Horror,Stuart Rosenberg,haunted house|long island|indian burial ground|bare midriff|newspaper article,117,Drama,1979-07-27,81,6.2,1979,0.0,259689611.544217
7839,10734,0.5677760000000001,8000000,43000000,Escape from Alcatraz,Don Siegel,prison|island|mouse|alcatraz|biography,111,Crime,1979-06-22,273,7.1,1979,24036432.0200127,129195822.107568
7840,16858,0.550722,0,37823676,All That Jazz,Bob Fosse,show business|film making|tap dancing|movie in movie|divorce,123,Drama,1979-12-20,42,6.8,1979,0.0,113643277.115123
7841,6404,0.517874,0,0,Nosferatu: Phantom der Nacht,Werner Herzog,transylvania|small town|coffin|pest|castle,107,Drama,1979-04-11,55,7.3,1979,0.0,0.0
7842,9570,0.516927,20000000,35841901,The Black Hole,Gary Nelson,killer robot|space marine|ghost ship|black hole,98,Adventure,1979-12-18,54,5.8,1979,60091080.050031796,107688927.106815
7843,10322,0.49818599999999996,0,30177511,Being There,Hal Ashby,washington d.c.|u.s. president|identity|policy and organisations|autism,130,Comedy,1979-12-19,89,7.6,1979,0.0,90669961.46058579
7844,14035,0.47409300000000004,0,0,Meatballs,Ivan Reitman,summer camp|underwear on flagpole|famous speech|burp|french fries,92,Comedy,1979-06-28,37,5.6,1979,0.0,0.0
7845,163907,0.473733,0,0,The Villain,Hal Needham,chase|train|explosion|falling from height|glue,89,Comedy,1979-07-26,21,5.9,1979,0.0,0.0
7846,11343,0.431672,4000000,0,Salem's Lot,Tobe Hooper,home|return|menace|antiquary|vampire,184,Mystery,1979-11-17,60,5.9,1979,12018216.010006301,0.0
7847,29723,0.426947,14000000,13015688,The Concorde... Airport '79,David Lowell Rich,stewardess|missile|pilot|hot air balloon|panic,123,Action,1979-08-17,23,4.7,1979,42063756.03502221,39106337.4757119
7848,12102,0.41645299999999996,8000000,106260000,Kramer vs. Kramer,Robert Benton,wife husband relationship|custody battle|marriage|falling from height|divorce,105,Drama,1979-12-19,240,7.3,1979,24036432.0200127,319263908.305819
7849,988,0.411419,0,51718367,The China Syndrome,James Bridges,california|telecaster|energy policy|radiation|earthquake,122,Thriller,1979-03-16,35,6.0,1979,0.0,155390626.572696
7850,6471,0.516572,0,73961419,The Jerk,Carl Reiner,wild comedy|blow|neominstrelsy|phone book|sharecropper,94,Comedy,1979-12-14,136,7.0,1979,0.0,222221077.48714703
7851,11519,0.387797,35000000,31755742,1941,Steven Spielberg,submarine|california|world war ii|war ship|pearl harbor,113,Action,1979-12-14,62,5.4,1979,105159390.087555,95411841.7285079
7852,17443,0.360116,0,33300000,...And Justice for All,Norman Jewison,suspense|lawyer|courtroom|extramarital affair,119,Crime,1979-10-19,48,6.7,1979,0.0,100051648.28330301
7853,24750,0.315247,0,0,Time After Time,Nicholas Meyer,jack the ripper|time travel,112,Adventure,1979-08-31,29,6.4,1979,0.0,0.0
7854,20283,0.307429,2300000,20000000,Breaking Away,Peter Yates,bicycle|sport|cycling|bicycle race,100,Drama,1979-05-24,34,7.2,1979,6910474.20575366,60091080.050031796
7855,10373,0.26707,0,0,Quadrophenia,Franc Roddam,england|fab four|music|woodstock|music festival,120,Drama,1979-09-14,30,7.3,1979,0.0,0.0
7856,11121,0.26324000000000003,0,0,Tess,Roman Polanski,rape|based on novel|peasant|historian|marriage,171,Drama,1979-10-06,33,6.4,1979,0.0,0.0
7858,11583,0.255216,6000000,0,The First Great Train Robbery,Michael Crichton,writer director|held at swordpoint|public hanging|strongbox|gold theft,110,Thriller,1979-01-25,38,6.3,1979,18027324.0150095,0.0
7859,9051,0.24539,0,0,10,Blake Edwards,mexico|beach|fantasy|honeymoon|marriage,122,Comedy,1979-10-04,27,5.3,1979,0.0,0.0
7860,17264,0.159632,2700000,37799643,The Black Stallion,Carroll Ballard,poker|horse|barn|training|sport,118,Adventure,1979-10-17,28,6.8,1979,8112295.80675429,113571068.66878101
7861,11145,0.151386,0,61801971,The Electric Horseman,Sydney Pollack,rodeo|horse|doping|performance|love,122,Drama,1979-12-21,11,4.8,1979,0.0,185687359.33053702
7863,10912,0.19555899999999998,0,0,All Quiet on the Western Front,Delbert Mann,germany|france|world war i|westfront|soldier,150,Drama,1979-11-14,19,6.1,1979,0.0,0.0
7864,22328,0.141546,0,0,The Apple Dumpling Gang Rides Again,Vincent McEveety,spoof,88,Comedy,1979-06-27,10,6.7,1979,0.0,0.0
7865,40160,0.189906,0,0,Meteor,Ronald Neame,meteor|disaster|disaster film|disaster movie,107,Action,1979-10-19,14,4.5,1979,0.0,0.0
7866,25476,0.17866300000000002,420000,0,Scum,Alan Clarke,suicide|prison|england|corruption|riot,98,Crime,1979-09-12,11,7.1,1979,1261912.68105066,0.0
7867,42172,0.167108,0,0,Hardcore,Paul Schrader,pornography|runaway|snuff|daughter|father,109,Crime,1979-02-09,16,6.1,1979,0.0,0.0
7868,26659,0.16432,0,0,Hanover Street,Peter Hyams,london|world war ii|secret mission|bomber pilot,109,Drama,1979-05-18,10,5.5,1979,0.0,0.0
7869,18966,0.21668400000000002,0,43885000,Love at First Bite,Stan Dragoti,coffin|vampire|dracula|romantic comedy|spoof,96,Romance,1979-04-27,13,6.0,1979,0.0,131854852.399782
7870,28942,0.16016,1355000,0,The Brood,David Cronenberg,psychologist|body horror|canuxploitation,92,Horror,1979-05-25,47,6.1,1979,4071170.67338965,0.0
7871,54013,0.15896,800000,0,Stridulum,Giulio Paradisi,atlanta|telekinesis|evil child,108,Science Fiction,1979-03-22,11,3.0,1979,2403643.20200127,0.0
7872,22975,0.127707,0,0,Richard Pryor: Live in Concert,Jeff Margolis,black comedy,78,Comedy,1979-01-01,14,7.0,1979,0.0,0.0
7873,45964,0.125888,0,0,When a Stranger Calls,Fred Walton,babysitter|suspense|phone call,97,Horror,1979-10-26,16,6.0,1979,0.0,0.0
7874,33831,0.11275999999999999,0,0,The Onion Field,Harold Becker,cop-killer|based on true story|police officer killed|capital punishment|closeted homosexual,122,Crime,1979-09-09,10,5.1,1979,0.0,0.0
7875,233,0.110767,0,0,The Wanderers,Philip Kaufman,new york|street gang|black people|rock and roll|american football,117,Drama,1979-07-13,14,7.5,1979,0.0,0.0
7876,23957,0.226122,0,0,Over the Edge,Jonathan Kaplan,alcohol|vandalism|police|drug scene|teen angst,95,Crime,1979-11-02,12,7.1,1979,0.0,0.0
7877,13570,0.077321,0,0,Tourist Trap,David Schmoeller,mask|museum|mannequin|cult|psychopath,90,Horror,1979-01-25,24,6.9,1979,0.0,0.0
7878,26326,0.386843,300000,0,Rock 'n' Roll High School,Allan Arkush,rock and roll|punk|bong|rebellion|camp,93,Comedy,1979-08-24,17,6.2,1979,901366.200750477,0.0
7879,40842,0.058087,0,22228000,Norma Rae,Martin Ritt,factory|single mother|union|labor|textile worker,110,Drama,1979-03-02,13,5.8,1979,0.0,66785226.3676053
7880,33521,0.032098,0,0,Dracula,John Badham,vampire|dracula|insane asylum|gothic horror,109,Horror,1979-07-20,19,6.1,1979,0.0,0.0
7881,30547,0.019263,0,0,The Champ,Franco Zeffirelli,boxer|boxing match|son|father|sport,121,Drama,1979-07-10,12,7.1,1979,0.0,0.0
7882,218,4.831966,6400000,78371200,The Terminator,James Cameron,saving the world|artificial intelligence|rebel|cyborg|shotgun,108,Action,1984-10-26,2692,7.1,1984,13433869.050842501,164504443.46209198
7883,87,2.5567990000000003,28000000,333000000,Indiana Jones and the Temple of Doom,Steven Spielberg,riddle|treasure|heart|skeleton|treasure hunt,118,Adventure,1984-05-23,1735,6.9,1984,58773177.097436205,698980999.051652
7884,620,2.484654,30000000,295212467,Ghostbusters,Ivan Reitman,library|taxi|flat|mayor|mythology,107,Fantasy,1984-06-07,1383,7.2,1984,62971261.1758245,619663378.727216
7885,927,2.464803,11000000,153083102,Gremlins,Joe Dante,holiday|monster|small town|department store|bars and restaurants,106,Fantasy,1984-06-07,844,6.8,1984,23089462.431135602,321327866.588246
7886,34584,2.183891,27000000,20158808,The Neverending Story,Wolfgang Petersen,based on novel|fictional place|wolf|mythology|magic,102,Drama,1984-04-05,484,6.8,1984,56674135.058242105,42314185.4520434
7887,90,2.1083380000000003,15000000,316360478,Beverly Hills Cop,Martin Brest,california|showdown|undercover|strip club|investigation,105,Action,1984-11-30,535,6.5,1984,31485630.587912202,664053942.8615559
7888,311,1.6891630000000002,30000000,0,Once Upon a Time in America,Sergio Leone,life and death|corruption|street gang|rape|sadistic,229,Drama,1984-02-17,562,7.9,1984,62971261.1758245,0.0
7889,279,1.6822830000000002,18000000,51973029,Amadeus,MiloÅ¡ Forman,italy|composer|opera|talent|musician,160,Drama,1984-10-26,560,7.5,1984,37782756.7054947,109093572.77525601
7890,1885,1.5081120000000001,8000000,90815558,The Karate Kid,John G. Avildsen,flat|taskmaster|karate|egg|kids and family,126,Drama,1984-06-22,475,6.7,1984,16792336.3135532,190625674.054874
7891,377,1.331432,1800000,25504513,A Nightmare on Elm Street,Wes Craven,child murderer|sleep|coffee|hat|nightmare,91,Horror,1984-11-15,625,7.1,1984,3778275.67054947,53535044.97617371
7892,9610,1.247659,18000000,31042035,Conan the Destroyer,Richard Fleischer,swordplay|sword|warrior woman|lone wolf|wizardry,103,Adventure,1984-06-29,193,5.9,1984,37782756.7054947,65158536.44713621
7893,4437,1.077574,28000000,40400657,2010,Peter Hyams,jupiter|super computer|space travel|space mission|ghost ship,116,Thriller,1984-12-06,156,6.4,1984,58773177.097436205,84802677.4540635
7894,841,1.020675,40000000,30925690,Dune,David Lynch,prophecy|witch|monster|telepathy|atomic bomb,137,Action,1984-12-14,294,6.5,1984,83961681.56776609,64914323.401086204
7895,9326,0.991867,10000000,86572238,Romancing the Stone,Robert Zemeckis,riddle|treasure|hero|map|colombia,106,Action,1984-03-30,245,6.3,1984,20990420.391941503,181718766.989121
7896,9336,0.9739,4500000,81198894,Police Academy,Hugh Wilson,trainer|recruit|shenanigan|police academy,96,Comedy,1984-03-22,270,6.3,1984,9445689.17637368,170439892.042069
7897,1880,0.938766,0,38376497,Red Dawn,John Milius,guerilla|colorado|invasion|anti-communism|near future,114,Action,1984-08-10,110,6.5,1984,0.0,80553880.5200082
7899,23111,0.822695999999999,0,25100000,Moscow on the Hudson,Paul Mazursky,american dream|american  way of life|music|moscow,115,Comedy,1984-06-04,24,6.0,1984,0.0,52685955.183773205
7900,1788,0.791148,8200000,80035402,Footloose,Herbert Ross,dancing|dancer|dance|music|dance teacher,107,Drama,1984-02-17,282,6.0,1984,17212144.721392002,167997673.421803
7901,9730,0.747792,0,32,Friday the 13th: The Final Chapter,Joseph Zito,lake|resurrection|morgue|serial killer|jason vorhees,91,Horror,1984-04-13,100,5.7,1984,0.0,67.1693452542128
7902,13820,0.742001,1500000,2300000,Repo Man,Alex Cox,california|cocaine|future|punk|theory,92,Comedy,1984-02-20,54,6.3,1984,3148563.05879122,4827796.69014655
7903,9314,0.725581,0,0,Nineteen Eighty-Four,Michael Radford,vatican|fascism|totalitarian regime|dystopia|big brother,113,Drama,1984-10-10,135,6.5,1984,0.0,0.0
7904,9651,0.7006060000000001,35000000,0,Supergirl,Jeannot Szwarc,dc comics|magic|laser|love|superhero,124,Adventure,1984-11-20,44,4.0,1984,73466471.3717953,0.0
7905,13924,0.647261,0,0,The Adventures of AndrÃ© and Wally B.,Alvy Ray Smith,computer animation,2,Animation,1984-12-17,32,5.3,1984,0.0,0.0
7906,9663,0.637446,22000000,28744356,Starman,John Carpenter,places and planets|widow|lovers|alien|police car,115,Action,1984-12-14,91,6.3,1984,46178924.862271294,60335611.633562595
7907,12309,0.633247,6000000,38435947,Bachelor Party,Neal Israel,bachelor|loyalty|donkey|stag night|party,105,Comedy,1984-06-29,67,5.9,1984,12594252.2351649,80678668.56923829
7908,11031,0.627167,0,4736202,This Is Spinal Tap,Rob Reiner,rock star|groupie|mockumentary|music band|aftercreditsstinger,82,Comedy,1984-05-04,185,7.5,1984,0.0,9941487.10411542
7909,11707,0.616491,0,48143579,Tightrope,Richard Tuggle,prostitute|new orleans|serial killer|series of murders|police detective,115,Mystery,1984-08-17,27,6.0,1984,0.0,101055396.238264
7910,14774,0.60906,0,0,Cheech & Chong's The Corsican Brothers,Tommy Chong,clowning|mistaken identity|twin,82,Comedy,1984-07-27,10,4.4,1984,0.0,0.0
7911,15144,0.606839,6500000,23686027,Sixteen Candles,John Hughes,birthday|nerd|crush|farce|exchange student,93,Comedy,1984-05-04,223,6.7,1984,13643773.2547619,49717966.414487705
7912,625,0.603541,14400000,34700291,The Killing Fields,Roland JoffÃ©,civil war|journalist|photographer|vietnam|cambodia,141,War,1984-11-02,78,7.2,1984,30226205.364395697,72837369.5812705
7913,18462,0.5909220000000001,3000000,14418922,Night of the Comet,Thom Eberhardt,post-apocalyptic|comet|end of the world|title spoken by character,95,Action,1984-11-16,36,5.7,1984,6297126.11758245,30265923.4378614
7914,5968,0.5779,25300000,0,The Woman in Red,Gene Wilder,adultery|infidelity|red dress,87,Comedy,1984-08-15,40,6.0,1984,53105763.591612,0.0
7915,1884,0.561034,0,0,The Ewok Adventure,John Korty,parents kids relationship|monster|space marine|magic|dangerous,96,Adventure,1984-11-25,34,5.8,1984,0.0,0.0
7916,11884,0.550313,15000000,28733290,The Last Starfighter,Nick Castle,android|trailer park|space marine|games|alien,101,Adventure,1984-07-13,101,6.1,1984,31485630.587912202,60312383.63435689
7917,13189,0.542315,0,0,A Christmas Carol,Clive Donner,holiday|future|scrooge|christmas,100,TV Movie,1984-12-17,29,6.6,1984,0.0,0.0
7918,24264,0.539505,25000000,5778353,Sheena,John Guillermin,mercenary|adventure|zebra|barefoot|female hero,117,Adventure,1984-08-17,10,4.8,1984,52476050.979853794,12129005.8643036
7919,11368,0.538135,1500000,0,Blood Simple,Joel Coen,wife husband relationship|planned murder|lover|boss|employee,97,Crime,1984-09-07,128,7.0,1984,3148563.05879122,0.0
7920,2619,0.524253,8000000,69821334,Splash,Ron Howard,bachelor|mermaid|sirena,111,Comedy,1984-03-09,147,6.1,1984,16792336.3135532,146557915.298616
7921,655,0.518436,1746964,2181987,"Paris, Texas",Wim Wenders,brother brother relationship|regret|texas|peep show|van,147,Drama,1984-05-19,146,7.4,1984,3666950.87695877,4580082.44197513
7922,11507,0.517691,10000000,8801940,Body Double,Brian De Palma,female nudity|pornography|claustrophobia|nudity|witness,114,Mystery,1984-10-26,58,6.1,1984,20990420.391941503,18475642.0864645
